stock_code,description,total_units_sold,total_revenue
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,16,68.0
84425A,WHITE GLASS TV TRIPLE FRAME,16,68.0
90026A,GLASS BEAD HOOP NECKLACE BLACK,8,68.0
84086B,YELLOW/BLUE RETRO RADIO,23,67.85
46775A,BUBBLE GUM CHUNKY KNITTED THROW ,4,67.8
84510E,SET OF 4 GREEN CAROUSEL COASTERS,128,67.8
84548,CROCHET BEAR RED/BLUE  KEYRING,41,67.65
90072,RUBY DROP CHANDELIER EARRINGS,18,67.5
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,18,67.5
90002B,FLOWER BURST SILVER RING ROSE,18,67.5
90038A,GLASS AND PAINTED BEADS BRACELET TO,18,67.5
84926B,SCOTTS ROSES TILE COASTER,54,67.5
90176D,DIAMANTE NECKLACE PURPLE,9,67.5
47341B,BLUE TABLE RUN FLOWER,48,67.5
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,10,67.5
84455,SET OF 3 RABBIT CARROTS EASTER,79,67.15
35819P,"ACRYLIC HANGING JEWEL,PINK",95,66.55
71143,ANTIQUE SILVER BOOK MARK WITH BEADS,78,66.3
72369A,PINK CLEAR GLASS CANDLE PLATE,53,66.25
47598,NEW ENGLAND EGG WARMER,120,66.0
85072,OCCASIONS GIFT CARD ASSORTMENT,120,66.0
79329,PINK FLOCK GLASS CANDLEHOLDER,100,65.94
17136A,check,795,65.94
84493,BLUE/PINK NEST STRIPE BOX,575,65.76
90179C,BLACK FINE BEAD NECKLACE W TASSEL,11,65.45
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,155,65.1
47016,LIGHT DECORATION BATTERY OPERATED,31,65.1
20835,FRENCH LATTICE CUSHION COVER ,78,64.98
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,6,64.5
47348A,FUSCHIA VOILE POINTY SHOE DEC,104,63.96
79534,MULTICOLOUR GLASS PLATE,116,63.8
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,17,63.75
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,15,63.75
85018B,S/6 PAPER BOXES BLOSSOM IMAGES ,15,63.75
84765,SILVER ROCOCO CANDELABRA,5,63.75
84891B,GREEN WIRE GOBLET CANDLEHOLDER,8,63.6
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,46,63.3
21489,BLUE WHITE SCARF HOT WATER BOTTLE,16,63.2
90088,CRYSTAL KEY+LOCK PHONE CHARM,74,62.9
90131,PINK/AMETHYST/GOLD NECKLACE,9,62.55
20667,CHERRY BLOSSOM PURSE,21,61.95
72051S,BAG OF SILVER STONES,147,61.74
35973,GERANIUM FOLKART HEART DECORATION,49,61.25
40002,WHITE BAMBOO RIBS LAMPSHADE,72,61.2
90078,PINK/WHITE GLASS DEMI CHOKER,8,60.0
90189A,SILVER 2 STRAND NECKLACE-LEAF CHARM,8,60.0
90212C,PURPLE LAS VEGAS BRACELET ROUND,16,60.0
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,16,60.0
90021,LASER CUT MULTI STRAND NECKLACE,5,59.75
90026B,GLASS BEAD HOOP NECKLACE MONTANA,7,59.5
90026C,GLASS BEAD HOOP NECKLACE GREEN,7,59.5
35654,VINTAGE BEAD FILLED PINK CUSHION,12,59.4
84539,KNITTED RABBIT DOLL ,36,59.4
20821,GOLDIE LOOKING MIRROR,12,59.4
84251F,"GREETING CARD, RITA",312,59.28
90202D,PINK ENAMEL FLOWER HAIR TIE,20,59.0
35909A,RABBIT EASTER DECORATION,20,59.0
90183A,AMBER DROP EARRINGS W LONG BEADS,20,59.0
35607B,thrown away,310,58.9
90037B,TINY CRYSTAL BRACELET GREEN,23,58.65
81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",23,58.65
90214D,"LETTER ""D"" BLING KEY RING",65,58.21
21343,GOLD JEWELERY BOX,18,58.1
44241C,BLUE BUTTERFLY ON SPRING,68,57.8
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,34,57.46
17129C,wrong invc,85,57.13
35821B,gone,150,57.0
84226,HEN HOUSE W FAMILY IN BARN & NEST,75,56.61
84875A,PINK SQUARE COMPACT MIRROR,15,56.25
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",15,56.25
84899E,YELLOW BROWN BEAR FELT PURSE KIT,45,56.25
85080,PADDED RED HEART DECORATION,114,56.18
47344B,BLUE FLOWER DES PURSE,54,56.16
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",142,56.13
90100,NECKLACE+BRACELET SET PINK DAISY,22,56.1
85023C,PINK LARGE JEWELED PHOTOFRAME,22,56.1
84562B,BLUE/WHITE RIBBED MELAMINE JUG,7,55.65
46115B,GREEN POP ART MAO CUSHION COVER ,292,55.48
22657,HEN & 2 CHICKS IN BASKET,65,55.25
90018C,SILVER BLACK ORBIT DROP EARRINGS,13,55.25
85151,WELCOME METAL SIGN,44,55.0
90043,COPPER AND BRASS BAG CHARM,10,54.51
90019B,GOLD M.O.P ORBIT BRACELET,11,54.45
90046,WHITE WITH METAL BAG CHARM,11,54.45
90138,WHITE/PINK MINI CRYSTALS NECKLACE,11,54.45
90092,BLUE CRYSTAL BOOT PHONE CHARM,64,54.4
84402B,PURPLE DRESS JEWELLERY STAND,63,54.09
72045D,ROSES ON BLUE TEACUP CANDLE ,32,54.08
79406,FROSTED WHITE BASE ,245,53.9
90214R,"LETTER ""R"" BLING KEY RING",53,53.77
90211A,DIAMOND LAS VEGAS NECKLACE 45CM,9,53.55
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,21,53.55
90214G,"LETTER ""G"" BLING KEY RING",62,53.5
72771B,BURG FLOCK GOLD CUP/CANDLE ,127,53.34
90130A,WHITE STONE/CRYSTAL EARRINGS,18,53.1
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,18,53.1
35816B,damaged,137,52.93
35910B,PINK FLOWERS RABBIT EASTER,27,52.65
90039C,FIRE POLISHED GLASS BRACELET BLACK,14,52.5
78027,SEAGRASS S/2 CORNER LAUNDRY ,4,51.9
84845D,GERANIUM SQUARE HANDY TIN,41,51.25
84582,PINK CROCHET CAT WITH SCARF,12,51.0
84612B,thrown away,20,51.0
20964,POLYESTER FILLER PAD 60x40cm,20,51.0
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,6,51.0
90165B,WHITE ROSEBUD  PEARL EARRINGS,20,51.0
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,6,51.0
90020,FILIGREE DIAMANTE CHAIN,4,51.0
20958,PORCELAIN HANGING BELL LARGE,26,50.7
72083A,STRAWBERY SWIRL FLARE CANDLE,24,50.4
35594,WOODEN CHRISTMAS TREE 3 HANGING,120,50.4
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,15,50.25
35840,FLAT GLASS  BAUBLE WHITE FLOCK ,35,50.15
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,31,50.1
90214N,"LETTER ""N"" BLING KEY RING",50,50.02
90214H,"LETTER ""H"" BLING KEY RING",50,50.02
35001B,HAND OPEN SHAPE BLACK,14,49.94
37462B,"PET MUG, BUDGIE",118,49.56
90206A,GOLD DIAMANTE STAR BROOCH,10,49.5
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,10,49.5
90019C,SILVER BLACK ORBIT BRACELET,10,49.5
90142D,MOP PENDANT SHELL NECKLACE,10,49.5
90104,PURPLE FRANGIPANI HAIRCLIP,58,49.3
84537B,FAIRY CAKES GIFT BAG,117,49.14
17013C,missing,117,49.14
90038C,GLASS AND BEADS BRACELET IVORY,13,48.75
90039B,FIRE POLISHED GLASS BRACELET MONTAN,13,48.75
84746,PINK EASTER HENS+FLOWER,13,48.75
35644,PAIR PINK/BLACK COATHANGERS,25,48.75
84845C,CARNATION SQUARE HANDY TIN,39,48.75
90051,CRACKED GLAZE NECKLACE RED,7,48.65
90214B,"LETTER ""B"" BLING KEY RING",48,48.48
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,19,48.45
72129,COLUMBIAN CANDLE ROUND ,74,48.1
90031,BILI NUT AND WOOD NECKLACE,48,48.0
84599,CANDY STRIPE ROSE FLOOR CUSHION,6,47.7
21347,GOTHIC CARRIAGE LANTERN,8,47.6
90179A,AMBER FINE BEAD NECKLACE W TASSEL,8,47.6
35909B,PINK FLOWERS RABBIT EASTER,16,47.2
20895,VINTAGE NOTEBOOK FRENCH LETTER ,16,47.2
35603C,SET/16 WHITE SHINY & MATT BAUBLES,80,47.04
84227,HEN HOUSE W CHICK IN NEST,112,47.04
20988,TRELLIS FLOWER CHOPSTICKS SET/5,24,46.8
16201B,PASTEL BLUE PHOTO ALBUM,24,46.8
84705F,RED PEONY PHOTO FRAME ,10,46.5
84705D,CHERRY BLOSSOM PHOTO FRAME ,10,46.5
47341A,FUSCHIA TABLE RUN FLOWER ,29,46.25
84626,CANDY STRIPE ROSE QUILT,1,45.95
90037C,TINY CRYSTAL BRACELET BLUE,18,45.9
90037A,TINY CRYSTAL BRACELET RED,18,45.9
72024U,LILAC VOTIVE CANDLE,218,45.78
85081,PADDED HOLLY CHRISTMAS DECORATION ,103,45.75
90012B,BLACK DROP CRYSTAL NECKLACE,13,45.35
84447,6 RABBIT CHAIN EASTER,53,45.05
90002E,FLOWER BURST SILVER RING GREEN,12,45.0
84030C,KNITTED RAINBOW HOT WATER BOTTLE,12,45.0
35233,PASTA ENAMEL/BRASS CONTAINER,12,45.0
90176C,DIAMANTE NECKLACE,6,45.0
16161C,WRAP SPEED DEMONS ,450,45.0
90074,BLACK DIAMOND CLUSTER NECKLACE,5,44.75
90197D,AMBER GLASS BRACELET HEART CHARMS,9,44.55
90135A,ORANGE/FUSCHIA STONES NECKLACE,9,44.55
79026B,"S/4 ICON COASTER,ELVIS LIVES",52,44.36
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",15,44.25
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,15,44.25
90130B,TURQ STONE/CRYSTAL EARRINGS,15,44.25
35085E,IVORY ROSE LAMPSHADE ,39,44.25
90084,PINK CRYSTAL GUITAR PHONE CHARM,52,44.2
84292B,BLUE COL METAL FOLDING CHAIR,7,43.85
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",235,43.65
35916A,YELLOW FELT HANGING HEART W FLOWER,51,43.35
35822P,"ACRYLIC BEAD CHAIN, PINK",114,43.32
72796B,S/3 FRENCH VANILLA SQU CANDLE,26,42.9
84857B,BLUE MONTE CARLO HANDBAG,22,42.9
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,34,42.5
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,5,42.5
90214T,"LETTER ""T"" BLING KEY RING",43,42.23
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,7,41.65
90060C,FIRE POLISHED GLASS NECKL SILVER,7,41.65
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,7,41.65
90060B,FIRE POLISHED GLASS NECKL GOLD,7,41.65
84251B,"GREETING CARD, STICKY GORDON",219,41.61
23448,CREAM BUNNY EASTER EGG BASKET,25,41.25
90064A,WHITE VINTAGE CRYSTAL EARRINGS,11,41.25
72798C,SET/4 GARDEN ROSE DINNER CANDLE,25,41.25
90214P,"LETTER ""P"" BLING KEY RING",52,41.0
35071,ASSORTED SANTA CHRISTMAS DECORATION,48,40.8
44228,CANNABIS LEAF BEAD CURTAIN,48,40.8
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,16,40.8
17014C,ORIGAMI LAVENDER INCENSE CONES,96,40.32
20994,JAZZ HEARTS SPIRAL NOTEPAD,47,39.95
20860,GOLD COSMETICS BAG WITH BUTTERFLY,19,39.9
47013A,damaged,141,39.87
84551,CROCHET DOG KEYRING,24,39.6
35963,FOLKART ZINC CLIP ON ANGEL WINGS,104,39.52
20870,OPULENT VELVET CANDLE IN BOX,26,39.3
82545A,COGNAC AUX OEUFS METAL 1 HOOK,31,38.75
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,13,38.35
90042B,FRESHWATER PEARL BRACELET PINK,15,38.25
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,6,38.1
23038,T-LIGHT HOLDER SILVER SAUCER,41,38.03
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,45,37.83
79413,GLASS WINE GLASS DECORATIONS,30,37.5
90140,PINK SWEETIE NECKLACE,5,37.5
90038B,GLASS AND PAINTED BEADS BRACELET OL,10,37.5
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,29,36.25
82069,BEECH WOOD P/FRAME,5,36.25
16162M,THE KING GIFT BAG 25x24x12cm,86,36.12
90075,MONTANA DIAMOND CLUSTER NECKLACE,4,35.8
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,6,35.7
84745B,BLUE HANGING GINGHAM EASTER HEN,85,35.7
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,12,35.4
90168,2 DAISIES HAIR COMB,12,35.4
90067B,BROWN VINTAGE VICTORIAN EARRINGS,12,35.4
90134,OLD ROSE COMBO BEAD NECKLACE,12,35.4
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",93,35.34
90214I,"LETTER ""I"" BLING KEY RING",38,35.02
90083,CRYSTAL CZECH CROSS PHONE CHARM,44,34.94
79063D,"RETRO PILL BOX , REVOLUTIONARY",189,34.91
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,7,34.65
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,7,34.65
84546,CROCHET POODLE KEYRING,21,34.65
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,7,34.65
35955,cant find,135,34.62
72715,SPHERICAL IVORY CANDLE ,82,34.44
44265,M/COLOUR POM-POM CURTAIN,8,34.0
90066A,PINK VINTAGE VICTORIAN CHOKER,5,33.75
37112,YELLOW BIRDS FELT DES FOODCOVER,9,33.75
17014E,ORIGAMI OPIUM INCENSE CONES,93,33.3
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,20,33.0
90177C,DROP DIAMANTE EARRINGS CRYSTAL,11,32.45
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,39,32.37
84608,ORNATE EDWARDIAN CANDLE HOLDER,4,31.8
47013C,WINE BOTTLE DRESSING DARK BLUE,126,31.61
35916B,BLUE FELT HANGING HEART WITH FLOWER,37,31.45
20953,PORCELAIN CHERUB BELL LARGE,19,31.35
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,19,31.35
78034B,BLUE NETTING STORAGE HANGER,16,31.2
84745A,PINK HANGING GINGHAM EASTER HEN,74,31.08
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,47,30.81
90165A,PINK ROSEBUD PEARL EARRINGS,12,30.6
37348,SET OF 4 PASTEL STACKING MUGS,12,30.6
90103,PURPLE FRANGIPANI NECKLACE,12,30.6
16050,TEATIME PENCIL WITH RUBBER,122,30.5
90126A,PINK BERTIE MOBILE PHONE CHARM,18,30.42
90176A,CLASSIC DIAMANTE NECKLACE JET,4,30.0
47563B,WAVELINE SURF IRONING BOARD COVER,8,30.0
90163B,WHITE ROSEBUD & PEARL NECKLACE,4,30.0
90003E,GREEN PAIR HEART HAIR SLIDES,8,30.0
21767,FRENCH STYLE WIRE DOOR CABINET ,1,29.95
21685,MEDINA STAMPED METAL TRAY ,2,29.9
90136,PALE PINK/AMETHYST STONE NECKLACE,3,29.85
79065A,TEATIME ROUND CAKE TINS ,3,29.85
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,7,29.75
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,35,29.75
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,6,29.7
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,18,29.7
90197B,BLACK GLASS BRACELET W HEART CHARMS,6,29.7
90081B,LILY BROOCH WHITE/SILVER COLOUR,6,29.7
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,6,29.7
35598A,DUSTY PINK CHRISTMAS TREE 60CM,10,29.5
84450B,PINK/YELLOW RABBIT SAT EASTER,70,29.4
85079,EMBROIDERED REINDEER DECORATION,19,28.85
90126C,AMBER BERTIE MOBILE PHONE CHARM,17,28.73
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,68,28.56
37462E,"PET MUG, GOLDFISH",81,28.27
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,17,28.05
90101,WHITE FRANGIPANI NECKLACE,11,28.05
21097,SET/6 GREEN SPRING  PAPER PLATE,33,28.05
90050,CRACKED GLAZE NECKLACE IVORY,4,27.8
84415B,BLUE FLOCK CUSHION COVER ,10,27.5
21267,VINTAGE PINK TINSEL REEL ,13,27.3
90214O,"LETTER ""O"" BLING KEY RING",31,27.23
23702,High Resolution Image,4,27.0
84864A,PINK PAISLEY PHOTO ALBUM,4,27.0
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,3,26.85
90011B,BLACK CRYSTAL DROP EARRINGS,9,26.55
90205A,LARGE MINT DIAMANTE HAIRSLIDE,16,26.4
84876C,SILVER HEART COMPACT MIRROR,7,26.25
90039A,FIRE POLISHED GLASS BRACELET RED,7,26.25
10124A,SPOTS ON RED BOOKCOVER TAPE,62,26.04
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,3,25.5
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,6,25.5
35597D,PINK/WHITE CHRISTMAS TREE 30CM,58,25.28
84251J,"GREETING CARD, THE BLACK CAT",60,25.2
84251C,"GREETING CARD, TWO SISTERS.",132,25.08
17013F,ORIGAMI SANDLEWOOD INCENSE IN TUBE,61,25.05
90214F,"LETTER ""F"" BLING KEY RING",30,25.02
35591T,TURQUOISE CHRISTMAS TREE ,20,25.0
37468,HARDMAN MUG 3 ASSORTED,64,24.96
90139,FLOWER BROOCH 4 ASSORTED COLOURS,5,24.75
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,15,24.75
35633B,BLUE TINSEL GARLAND ,130,24.7
35596,WOOD XMAS TREE 9 FIG SHELVES,29,24.65
84575B,BROWN DOG CANNISTER W BONE,4,23.8
84611B,thrown away,4,23.8
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,4,23.8
90128A,PINK LEAVES AND BEADS PHONE CHARM,19,23.75
35597B,BLACKCHRISTMAS TREE 30CM,19,23.75
17014F,ORIGAMI SANDLEWOOD INCENSE CONES,61,23.7
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,8,23.6
18010,ASSORTED FRAGRANCE BATH CONFETTI,56,23.52
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,14,23.1
46307,ROSES BLUE BASE CUSHION COVER ,14,23.1
85225,BLING KEY RING STAND,19,22.5
37477C,"FLOWER FAIRY MUG+COASTER,ROSE",6,22.5
90176B,DIAMANTE NECKLACE BLACK ,3,22.5
90189B,GOLD 2 STRAND NECKLACE-LEAF CHARMS,3,22.5
90128B,BLUE LEAVES AND BEADS PHONE CHARM,18,22.5
90176E,DIAMANTE NECKLACE GREEN,3,22.5
84415A,PINK FLOCK SUEDE CUSHION COVER ,14,22.5
35611B,thrown away,59,22.42
47552A,DOTS IRONING BOARD COVER,11,22.05
10138,ASSORTED COLOUR JUMBO PEN,53,21.84
35652,VINTAGE BEAD CHAISE LONG JEWEL BOX,18,21.5
84387A,BIRD ON BRANCH CANVAS SCREEN,11,21.45
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,27,21.45
21387,IVORY HANGING DECORATION  RABBIT,25,21.25
90214Y,"LETTER ""Y"" BLING KEY RING",63,21.15
23692,WRAP A PRETTY THANK YOU,50,21.0
90052,CRACKED GLAZE NECKLACE BROWN,3,20.85
84868B,BLUE BABY BOY'S MEMORY BOX,3,20.85
90027B,GLASS BEAD HOOP EARRINGS MONTANA,7,20.65
72771C,BLACK FLOCK GOLD CANDLE,49,20.58
90169,DAISY HAIR COMB,8,20.4
79172D,PURPLE TINT ACRYLIC FLOWER VASE,24,20.4
84529B,BLUE KNITTED KID'S RUCKSACK,3,20.25
44091C,MULTICOLOUR CRUSOE CHECK LAMPSHADE,48,20.16
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,6,20.1
17091F,SANDALWOOD INCENSE IN TIN,16,20.0
90034,WHITE SILVER NECKLACE SHELL GLASS,2,19.9
84550,CROCHET LILAC/RED BEAR KEYRING,12,19.8
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,12,19.8
22351,DOTCOMGIFTSHOP TEA TOWEL,12,19.8
84570B,WHITE SATIN DRESS JEWEL STAND,4,19.8
37487B,Damaged,68,19.72
44092C,PURPLE/COPPER HANGING LAMPSHADE,23,19.55
20680,PINK FLOWERS CHILDS UMBRELLA,6,19.5
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",52,19.4
81950V,FLOWER PURPLE CLOCK WITH SUCKER,33,19.09
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,15,19.08
84030B,KNITTED POM POM HOT WATER BOTTLE,5,18.75
84732B,CUTE BIRD CEATURE SCREEN,28,18.48
72796A,S/3 ENGLISH LAVENDER SQU CANDLE,11,18.15
84311,CAMOFLAGE CUSHION COVER,11,18.15
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,11,18.15
18097B,BLUE TALL PORCELAIN T-LIGHT HOLDER,7,17.85
21450,DISTRESSED CANDLE STICK WHITE,3,17.85
90095,NECKLACE+BRACELET SET PINK BLOSSOM,7,17.85
84614C,BLUE BAROQUE FLOCK CANDLE HOLDER,3,17.85
84456,SET OF 3 RABBIT EGG EASTER,21,17.85
71050,SMALL SINGLE FLAME CANDLE HOLDER,51,17.85
90130D,RED STONE/CRYSTAL EARRINGS,6,17.7
90011C,GREEN CRYSTAL DROP EARRINGS,6,17.7
90027A,GLASS BEAD HOOP EARRINGS BLACK,6,17.7
84450A,PINK RABBIT SITTING EASTER,42,17.64
90128C,GREEN LEAVES AND BEADS PHONE CHARM,14,17.5
20887,BOX OF 6 PEBBLE CANDLES,5,17.25
90214V,"LETTER ""V"" BLING KEY RING",23,17.23
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,4,17.0
72805,VANILLA CANDLE IN EMBOSSED ZINC POT,10,16.9
37488A,damaged,30,16.82
72785A,S/4 CONTEMPORY PINK ROSEBUD CANDLES,8,16.8
21511,VINTAGE COLLAGE  GREETING  CARD ,40,16.8
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,10,16.5
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,39,16.38
20952,PORCELAIN CHERUB BELL SMALL,62,16.08
84630,FLOWERS AND BIRDS WALL PLAQUE,2,15.9
20891,LARGE GLASS ROSE SCENTED CANDLE ,2,15.9
35932,PINK CHRISTMAS TREE DECORATION,37,15.63
10124G,ARMY CAMO BOOKCOVER TAPE,37,15.54
90037D,TINY CRYSTALS BRACELET BLACK,6,15.3
37481,CUBIC MUG TEATIME CAKES,6,15.3
17174,ASSTD RASTA KEY-CHAINS,36,15.12
84206A,3 BLACK CATS W HEARTS BLANK CARD,79,15.01
90022,EDWARDIAN DROP EARRINGS JET BLACK,4,15.0
90127A,PINK BEADS+HAND PHONE CHARM,12,15.0
23449,SET OF 6 EASTER RAINBOW CHICKS,12,15.0
20890,SMALL GLASS ROSE SCENTED CANDLE,4,15.0
84967A,PINK KASHMIRI OCCASIONAL TABLE,1,15.0
84567,FROSTED GLASS WITH SILVER SURROUND,9,14.85
90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,3,14.85
35650,VINTAGE BEAD PINK JEWEL STAND,3,14.85
SP1002,KID'S CHALKBOARD/EASEL,5,14.75
90102,WHITE FRANGIPANI HAIR CLIP,17,14.45
62074B,ELEPHANT CLIP W SUCTION CUP,34,14.28
84868A,PINK BABY GIRL'S MEMORY BOX,2,13.9
35597A,DUSTY PINK CHRISTMAS TREE 30CM,11,13.75
16245A,damaged,11,13.75
90171,DAISY RING,11,13.75
35936,CERISE+GOLD CHRISTMAS TREE DEC,36,13.68
79149B,SILICON STAR BULB  BLUE,32,13.44
62097B,BLUE STRIPES SHOULDER BAG,11,13.37
21772,VINTAGE METAL CAKE STAND CREAM ,1,12.75
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,15,12.75
85115B,S/4 BLACK DISCO PARTITION PANEL,3,12.75
72752B,"F.FAIRY,CANDLE IN GLASS,LAVENDER",3,12.75
90076,MONTANA DIAMOND CLUSTER EARRINGS,5,12.75
84648,NEW BAROQUE WALL MIRROR,1,12.75
20812,EMBOSSED FLOWER TRELLIS PHOTO FRAME,5,12.75
35443,RASTA IN BATH W SPLIFF ASHTRAY,15,12.75
90033,IVORY SHELL HEART EARRINGS,5,12.75
35751C,PURPLE CURRENT CANDLE RING,31,12.61
84743C,damages,10,12.5
44242A,LILAC FEATHERS CURTAIN,14,11.98
90027C,GLASS BEAD HOOP EARRINGS GREEN,4,11.8
84814B,RHOMBUS CRYSTAL PERFUME BOTTLE,6,11.7
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,7,11.55
35918B,BLUE FLORIBUNDA EGG WARMER,9,11.25
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,3,11.25
51012L,"FEATHER DUSTER, LIGHT PINK",9,11.25
17011B,ORIGAMI JASMINE INCENSE+FLOWER ,19,11.1
72785B,S/4 CONTEMPORY RED ROSEBUD CANDLES,9,10.9
84732D,CUTE RABBIT CEATURE SCREEN ,15,10.89
16169A,WRAP CHRISTMAS DECOUPAGE,25,10.5
16169G,WRAP ROMANTIC DECOUPAGE,25,10.5
90041,PEARL AND CHERRY QUARTZ BRACLET,3,10.5
17084G,MOON INCENSE,50,10.5
90188,DROP EARRINGS W FLOWER & LEAF,4,10.2
20939,ORANGE CANDLE,12,10.2
90174,BUTTERFLY HAIR BAND,4,10.2
90214Z,"LETTER ""Z"" BLING KEY RING",17,9.73
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,33,9.57
23441,HAND PAINTED HANGING EASTER EGG,22,9.24
72708,SCULPTED ROUND IVORY CANDLE ,44,9.24
35598C,WHITE CHRISTMAS TREE 60CM,3,8.85
90202B,WHITE ENAMEL FLOWER HAIR TIE,3,8.85
90202C,GREEN ENAMEL FLOWER HAIR TIE,3,8.85
18098B,BLUE PORCELAIN B'FLY OIL BURNER,3,8.85
71496B,A4 WALL TIDY RED FLOWERS,15,8.67
84572,6 HOOK JEWEL STAND LILAC DRESS,1,8.49
90111,BLUE HIBISCUS  HAIR CLIP,8,8.4
44091A,BLUE CRUSOE CHECK LAMPSHADE,20,8.4
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,2,7.5
90025D,BAROQUE BUTTERFLY EARRINGS PINK,2,7.5
84366,VENDETTA CANVAS PICTURE,2,7.5
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,2,7.5
46037A,PINK CANVAS DES CUSHION COVER ,6,7.5
37438,FUNKY FLOWER COFFEE POT,2,7.5
82011E,"BATHROOM SCALES, FAG BREAK",2,7.5
90025C,BAROQUE BUTTERFLY EARRINGS GREEN,2,7.5
85230C,ROSE SCENTED VOTIVE CANDLE,24,6.96
85230D,VANILLA SCENTED VOTIVE CANDLE,24,6.96
21852,EMPIRE TEDDY,1,6.95
37409,ASSORTED DESIGN FLOWER MUGS,8,6.8
48173A,DOOR MAT BLUE FLOCK,1,6.75
37484,ENGLISH ROSE TEA FOR ONE GIFT BOX,1,6.75
90187A,BLUE DROP EARRINGS W BEAD CLUSTER,2,6.7
85185E,DUCK SOCK PUPPET,2,6.7
20678,LARGE BLACK DIAMANTE HAIRSLIDE,4,6.6
20858,SILVER PURSE GOLD PINK BUTTERFLY,4,6.6
90082C,DIAMANTE BOW BROOCH WHITE COLOUR,1,6.35
